product,rating,price,product url
"HATHASPACE Smart Air Purifier for Home, Bedroom, with True HEPA Air Filter for Allergens, Pets, Smoke, Quiet Air Cleaner, Removes 99.9% of Dust, Mold, Pet Dander, Odors, Pollen - HSP001 - 700 Sq. Ft. Coverage  ",4.6 out of 5 stars,229.99,https://amazon.com/Hathaspace-Purifier-Cleaner-Deodorizer-Allergies/dp/B075ZZND8B/ref=sr_1_125?keywords=air+purifier&qid=1669257597&sr=8-125
"isinlive HEPA Air Purifier for home 1000ft² Large Room with PM2.5 Smart Sensor Air Quality Indicator, H13 True HEPA Air Purifier for Dust Pet Dander Pollen Dust Smoke Odor. Quiet Auto Mode, 22dB.  ",4.5 out of 5 stars,45.99,https://amazon.com/isinlive-vortex-V2-Purifier-Indicator/dp/B09H6HBBZX/ref=sr_1_127?keywords=air+purifier&qid=1669257597&sr=8-127
"Air Purifiers For Home Large Room, Ganiza 1077ft² 23db Less Noise Air Purifiers for Pets Remove 99.97% Pollen Pet Hair Wildfire Smoke Dust, H13 HEPA Air Purifier, Odor Eliminator, Ozone Free  ",4.7 out of 5 stars,179.99,https://amazon.com/Purifiers-Ganiza-Wildfire-Purifier-Eliminator/dp/B0B4B1477R/ref=sr_1_128?keywords=air+purifier&qid=1669257597&sr=8-128
Rabbit Air BioGS 2.0 Ultra Quiet HEPA Air Purifier (SPA-550A White)  ,4.8 out of 5 stars,369.95,https://amazon.com/RabbitAir-BioGS-Ultra-Purifier-SPA-550A/dp/B00GH19UU2/ref=sr_1_130?keywords=air+purifier&qid=1669257597&sr=8-130
"Air Purifiers for Home Large Room up to 645ft², H13 HEPA Filter for Pets Hair Dander Dust Pollen Smoke Odor for Bedroom, Room Air Purifiers with Filter Reminder, Ozone Free, Available for California  ",4.4 out of 5 stars,89.99,https://amazon.com/Purifiers-Bedroom-Reminder-Available-California/dp/B09MLZGBLB/ref=sr_1_131?keywords=air+purifier&qid=1669257597&sr=8-131
"Medify MA-50 Air Purifier with H13 True HEPA Filter with UV | 1100 sq ft Coverage | for Wildfire Smoke, Dust, Odors, Pollen, Pet Dander | Quiet 99.9% Removal to 0.1 Microns | White, 1-Pack  ",4.6 out of 5 stars,324.99,https://amazon.com/Medify-MA-50-Air-Purifier-filter/dp/B08S2Y6CTX/ref=sr_1_132?keywords=air+purifier&qid=1669257597&sr=8-132
"Air Purifier, Home Air Purifiers For Large Room Up To 1620 sq.ft, VEWIOR H13 True HEPA Air Filter With 5 Timer Settings 3 Fan Speeds, Ultra-Quiet Air Cleaner For Pets Dander Hair Smoke Smell Pollen  ",4.3 out of 5 stars,139.87,https://amazon.com/sspa/click?ie=UTF8&spc=MTo1Mjk5NTc5NDE1NzQ0NDc0OjE2NjkyNTc1OTc6c3BfYnRmOjIwMDA2ODMwNjE3NDk5ODo6MDo6&url=%2FPurifier-Purifiers-VEWIOR-Settings-Ultra-Quiet%2Fdp%2FB0B41Z7B6H%2Fref%3Dsr_1_133_sspa%3Fkeywords%3Dair%2Bpurifier%26qid%3D1669257597%26sr%3D8-133-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1%26smid%3DA2WYGMPFFUQ7CD
"HATHASPACE Smart Air Purifier for Home, Bedroom, with True HEPA Air Filter for Allergens, Pets, Smoke, Quiet Air Cleaner, Removes 99.9% of Dust, Mold, Pet Dander, Odors, Pollen - HSP001 - 700 Sq. Ft. Coverage  ",4.6 out of 5 stars,229.99,https://amazon.com/sspa/click?ie=UTF8&spc=MTo1Mjk5NTc5NDE1NzQ0NDc0OjE2NjkyNTc1OTc6c3BfYnRmOjIwMDAzNjc4MTc5NjQ5ODo6MDo6&url=%2FHathaspace-Purifier-Cleaner-Deodorizer-Allergies%2Fdp%2FB075ZZND8B%2Fref%3Dsr_1_134_sspa%3Fkeywords%3Dair%2Bpurifier%26qid%3D1669257597%26sr%3D8-134-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
"Mila Air Purifier with Basic Breather Filter (H12 HEPA), High-Performance Filter for Smoke, Allergens, Dust, Pollution & Pet Dander, 447 CADR, 1,000 sq ft Coverage, 12”x12”x15”, White  ",4.5 out of 5 stars,408.0,https://amazon.com/sspa/click?ie=UTF8&spc=MToyNjM3MTk5Mzc4NDA4NjM5OjE2NjkyNTc2MDA6c3BfYXRmX25leHQ6MjAwMDYzMzg0MTM3NDk4OjowOjo&url=%2FMila-Large-Smart-Purifier-Rooms%2Fdp%2FB08MGW8PP9%2Fref%3Dsr_1_129_sspa%3Fkeywords%3Dair%2Bpurifier%26qid%3D1669257600%26sr%3D8-129-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1%26smid%3DA31ZBGM8Q8OVZT
"Air Purifiers for Home Large Room Up to 1076 Ft², Smart WiFi& Bluetooth H13 HEPA Air Purifiers for Bedroom 22 dB, Air Purify Filter Cleaners for Pets Odor Smoke Dust Mold Pollen, Compatible with Alexa  ",4.6 out of 5 stars,119.99,https://amazon.com/sspa/click?ie=UTF8&spc=MToyNjM3MTk5Mzc4NDA4NjM5OjE2NjkyNTc2MDA6c3BfYXRmX25leHQ6MjAwMDg3Nzk2OTMwNTk4OjowOjo&url=%2FPurifiers-Bluetooth-Bedroom-Purify-Cleaners%2Fdp%2FB09P8KBW5V%2Fref%3Dsr_1_130_sspa%3Fkeywords%3Dair%2Bpurifier%26qid%3D1669257600%26sr%3D8-130-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
"AROVEC True HEPA Air Purifier, 3-Stage Filtration System, Air Cleaner, Allergens, Asthma, Smoke, Odours, Pet Smell, Pollen, Mould, Dust and Germs Eliminator, For Large Room & Bedroom, Sleep Mode, Timer, Aropure-200 (White)  ",4.6 out of 5 stars,59.99,https://amazon.com/AROVEC-Filtration-Allergens-Eliminator-Aropure-200/dp/B09SKQ5CMM/ref=sr_1_131?keywords=air+purifier&qid=1669257600&sr=8-131
"Air Purifiers for Home, H13 True HEPA Filter for A11ergies, Pollen, Smoke, Dusts, Pets Dander, Odor, Hair, Ozone Free, 20db Quiet cleaner for Bedroom, Room, Kitchen and Living Room, SGS Certificaion  ",4.6 out of 5 stars,74.99,https://amazon.com/Purifiers-A11ergies-cleaner-Bedroom-Certificaion/dp/B0B9SL7894/ref=sr_1_132?keywords=air+purifier&qid=1669257600&sr=8-132
"Calmyst HEPA-14 PRO Air Purifiers for Bedroom – Clean 1194 sqft – Filter 99.99% Dust, Allergen, 9x Better Odor Removal HEPA Air Purifier for Pets, Large Room Air Purifiers for Home Large Room BPA-Free  ",5.0 out of 5 stars,144.99,https://amazon.com/Calmyst-HEPA-14-PRO-Purifiers-Bedroom/dp/B0BFG8GBX5/ref=sr_1_133?keywords=air+purifier&qid=1669257600&sr=8-133
"ECONIKA Premium HEPA Air Purifier - 4 in 1 Air Ionizer - Quiet Air Cleaner to Reduce Bacteria, Smoke, Germs, Pollen, Dust, Odors, Allergens, Mold, & Pet Hair - Air Purifiers for Home Large Room  ",5.0 out of 5 stars,349.0,https://amazon.com/ECONIKA-Premium-HEPA-Air-Purifier/dp/B0B92W3QYY/ref=sr_1_134?keywords=air+purifier&qid=1669257600&sr=8-134
"MOOKA Air Purifiers for Large Room, H13 HEPA Air Purifiers for Pets Allergies Smoke Mold, Air Cleaner for Bedroom Office Kitchen Living Room  ",4.5 out of 5 stars,79.99,https://amazon.com/Mooka-Purifier-Purification-Allergies-Eliminators/dp/B07WR2CT7V/ref=sr_1_135?keywords=air+purifier&qid=1669257600&sr=8-135
"PURO²XYGEN P500i - Air Purifier with H13 HEPA Filter - Up to 1650 sq ft Large Room Air Purifier for Home - Air Cleaner for Pet Dander, Dust, Odor, Smoke and Indoor Pollutants- WiFi Control, Child Lock  ",4.6 out of 5 stars,139.97,https://amazon.com/PURO%C2%B2XYGEN-P500-Purifier-Ionizer-6-Stage/dp/B081D5N289/ref=sr_1_136?keywords=air+purifier&qid=1669257600&sr=8-136
"Air Purifiers for Home Large Room up to 1350ft², AMEIFU H13 Hepa Bedroom Air Purifier for Pets Dander, Smoke, Smell, with 3 Fan Speeds, 3 Timer, Filter Replacement Reminder, Aromatherapy Function  ",4.6 out of 5 stars,99.99,https://amazon.com/Purifiers-AMEIFU-Purifier-Replacement-Aromatherapy/dp/B0B8DK4G5R/ref=sr_1_137?keywords=air+purifier&qid=1669257600&sr=8-137
"BISSELL air320 Smart Air Purifier with HEPA and Carbon Filters for Large Room and Home, Quiet Bedroom Air Cleaner, Auto Mode, 2768A, White/Grey  ",4.6 out of 5 stars,274.99,https://amazon.com/BISSELL-Purifier-Efficiency-Filters-Allergies/dp/B07XTX5RJJ/ref=sr_1_138?keywords=air+purifier&qid=1669257600&sr=8-138
"Air Purifiers, Home Air purifier for Large Room Bedroom Up to 1100ft², VEWIOR H13 True HEPA Air Filter for Pets Smoke Pollen Odor, with Air Quality Monitoring, Auto/Sleep, 6 Timer, Light, Child Lock  ",4.6 out of 5 stars,89.99,https://amazon.com/sspa/click?ie=UTF8&spc=MToyNjM3MTk5Mzc4NDA4NjM5OjE2NjkyNTc2MDA6c3BfbXRmOjIwMDEwNTc1NDM0ODM5ODo6MDo6&url=%2FPurifiers-purifier-Bedroom-VEWIOR-Monitoring%2Fdp%2FB0B2K6X9T9%2Fref%3Dsr_1_139_sspa%3Fkeywords%3Dair%2Bpurifier%26qid%3D1669257600%26sr%3D8-139-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
"MSA3 Air Purifier for Home Large Room and Bedroom with H13 True HEPA Filter, 100% Ozone Free Air Cleaner for Smokers, Pet and Allergies Remove 99.97% Allergens, Dust, Odor, Smoke, Pollen  ",4.7 out of 5 stars,99.98,https://amazon.com/sspa/click?ie=UTF8&spc=MToyNjM3MTk5Mzc4NDA4NjM5OjE2NjkyNTc2MDA6c3BfbXRmOjIwMDA0MDc0NTY3OTQ2MTo6MDo6&url=%2FPurifier-Bedroom-Cleaner-Allergies-Allergens%2Fdp%2FB08ND7C7P4%2Fref%3Dsr_1_140_sspa%3Fkeywords%3Dair%2Bpurifier%26qid%3D1669257600%26sr%3D8-140-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
"Medify MA-40 Air Purifier with H13 True HEPA Filter | 840 sq ft Coverage | for Allergens, Wildfire Smoke, Dust, Odors, Pollen, Pet Dander | Quiet 99.9% Removal to 0.1 Microns | Black, 1-Pack  ",4.6 out of 5 stars,255.13,https://amazon.com/Medify-Medical-Air-Purifier-Particle/dp/B07RSC6C46/ref=sr_1_141?keywords=air+purifier&qid=1669257600&sr=8-141
"Molekule - Air Mini+ - FDA-Cleared Medical Air Purifier with Particle Sensor and PECO Technology for Smoke, Allergens, Pollutants, Viruses, Bacteria, and Mold- 250 sq. ft.  ",4.2 out of 5 stars,370.75,https://amazon.com/Molekule-Purifier-Technology-Allergens-Pollutants/dp/B086DG1Y3M/ref=sr_1_142?keywords=air+purifier&qid=1669257600&sr=8-142
"Air Purifiers for Bedroom, H13 True HEPA Filter for Home Pets, 23dB Ultra Quiet Air Cleaner for Bedroom, Remove 99.97% of Dust, Pet Hair, Smoke, Pollen, Available for California  ",4.4 out of 5 stars,29.99,https://amazon.com/Purifier-Allergies-Eliminator-Available-California/dp/B09F8QTHFL/ref=sr_1_143?keywords=air+purifier&qid=1669257600&sr=8-143
Air Purifier For Home With Essential Oil Diffuser|Up to 880 Ft²|H13 True Hepa Filter 24dB|3-Stage Filtration Air Purifiers|Air Cleaner Removes 99.99% Pet Odors Dust Pollen Smoke Mold|Fragrance  ,4.4 out of 5 stars,89.99,https://amazon.com/Purifier-Fragrance-Filtration-Purifies-Household/dp/B09M799DT4/ref=sr_1_145?keywords=air+purifier&qid=1669257600&sr=8-145
"BISSELL® air180 Home Air Purifier with HEPA and Carbon Filters for Medium to Large Room and Home, Quiet Bedroom Air Cleaner for allergens, pets, dust, dander, pollen, smoke, and odors, 34964, Gray  ",4.5 out of 5 stars,139.45,https://amazon.com/BISSELL%C2%AE-Purifier-Filters-allergens-34964/dp/B09V5RDYJ4/ref=sr_1_147?keywords=air+purifier&qid=1669257600&sr=8-147
"NUWAVE Air Purifier OxyPure Pro for Large Rooms Up to 2,671sqft, 5-Stage Filtration with HEPA Filter, Air Quality & Odor Two Sensors, Removes 100% of Smoke Allergens Dust Pet Odor Pollen, 5-Yr Wty  ",4.6 out of 5 stars,549.99,https://amazon.com/NuWave-OxyPure-Large-Smart-Purifier/dp/B07QPW9HL6/ref=sr_1_148?keywords=air+purifier&qid=1669257600&sr=8-148
"Air Purifier, Home Air Purifiers For Large Room Up To 1620 sq.ft, VEWIOR H13 True HEPA Air Filter With 5 Timer Settings 3 Fan Speeds, Ultra-Quiet Air Cleaner For Pets Dander Hair Smoke Smell Pollen  ",4.3 out of 5 stars,139.87,https://amazon.com/sspa/click?ie=UTF8&spc=MToyNjM3MTk5Mzc4NDA4NjM5OjE2NjkyNTc2MDA6c3BfYnRmOjIwMDA2ODMwNjE3NDk5ODo6MDo6&url=%2FPurifier-Purifiers-VEWIOR-Settings-Ultra-Quiet%2Fdp%2FB0B41Z7B6H%2Fref%3Dsr_1_149_sspa%3Fkeywords%3Dair%2Bpurifier%26qid%3D1669257600%26sr%3D8-149-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1%26smid%3DA2WYGMPFFUQ7CD
"HATHASPACE Smart Air Purifier for Home, Bedroom, with True HEPA Air Filter for Allergens, Pets, Smoke, Quiet Air Cleaner, Removes 99.9% of Dust, Mold, Pet Dander, Odors, Pollen - HSP001 - 700 Sq. Ft. Coverage  ",4.6 out of 5 stars,229.99,https://amazon.com/sspa/click?ie=UTF8&spc=MToyNjM3MTk5Mzc4NDA4NjM5OjE2NjkyNTc2MDA6c3BfYnRmOjIwMDAzNjc4MTc5NjQ5ODo6MDo6&url=%2FHathaspace-Purifier-Cleaner-Deodorizer-Allergies%2Fdp%2FB075ZZND8B%2Fref%3Dsr_1_150_sspa%3Fkeywords%3Dair%2Bpurifier%26qid%3D1669257600%26sr%3D8-150-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
"Mila Air Purifier with Basic Breather Filter (H12 HEPA), High-Performance Filter for Smoke, Allergens, Dust, Pollution & Pet Dander, 447 CADR, 1,000 sq ft Coverage, 12”x12”x15”, White  ",4.5 out of 5 stars,408.0,https://amazon.com/sspa/click?ie=UTF8&spc=MTo0NDA5NTQ3NjkyNzkzNjk2OjE2NjkyNTc2MDM6c3BfYXRmX25leHQ6MjAwMDYzMzg0MTM3NDk4OjowOjo&url=%2FMila-Large-Smart-Purifier-Rooms%2Fdp%2FB08MGW8PP9%2Fref%3Dsr_1_145_sspa%3Fkeywords%3Dair%2Bpurifier%26qid%3D1669257603%26sr%3D8-145-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1%26smid%3DA31ZBGM8Q8OVZT
"Air Purifiers for Home Large Room Up to 1076 Ft², Smart WiFi& Bluetooth H13 HEPA Air Purifiers for Bedroom 22 dB, Air Purify Filter Cleaners for Pets Odor Smoke Dust Mold Pollen, Compatible with Alexa  ",4.6 out of 5 stars,119.99,https://amazon.com/sspa/click?ie=UTF8&spc=MTo0NDA5NTQ3NjkyNzkzNjk2OjE2NjkyNTc2MDM6c3BfYXRmX25leHQ6MjAwMDg3Nzk2OTMwNTk4OjowOjo&url=%2FPurifiers-Bluetooth-Bedroom-Purify-Cleaners%2Fdp%2FB09P8KBW5V%2Fref%3Dsr_1_146_sspa%3Fkeywords%3Dair%2Bpurifier%26qid%3D1669257603%26sr%3D8-146-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
Air Purifier For Home With Essential Oil Diffuser|Up to 880 Ft²|H13 True Hepa Filter 24dB|3-Stage Filtration Air Purifiers|Air Cleaner Removes 99.99% Pet Odors Dust Pollen Smoke Mold|Fragrance  ,4.4 out of 5 stars,89.99,https://amazon.com/Purifier-Fragrance-Filtration-Purifies-Household/dp/B09M799DT4/ref=sr_1_147?keywords=air+purifier&qid=1669257603&sr=8-147
"Honeywell AllergenPlus Series Compact HEPA Air Purifier Tower, Allergen Reducer for Medium Rooms (100 sq ft), Black - Wildfire/Smoke, Pollen, Pet Dander & Dust Air Purifier, HPA075B  ",4.0 out of 5 stars,90.08,https://amazon.com/Honeywell-HPA075B-Allergen-Compact-Purifier/dp/B09N7THCRP/ref=sr_1_148?keywords=air+purifier&qid=1669257603&sr=8-148
"Air Purifiers for Home Large Room: Welov Air Purifiers for Pets Allergy, 1077 Sq Ft Coverage, PM2.5 Monitor, Removes 99.97% of Pet Hair Dander Pollen Smoke Dust Odor, 23dB Air Purifiers for Bedroom  ",5.0 out of 5 stars,189.99,https://amazon.com/Air-Purifiers-Home-Large-Room/dp/B0BC8F148M/ref=sr_1_149?keywords=air+purifier&qid=1669257603&sr=8-149
"AZEUS True HEPA Air Purifier for Home, up to 1080 sq ft Large Room, UV light | Ionic Generator | Office or Commercial Space | Filter 99.97% Pollen, Smoke, Dust, Pet Dander | Auto Mode | Air Quality Sensor | Night Light  ",4.6 out of 5 stars,299.97,https://amazon.com/Purifier-Cleaner-Sanitizer-Allergies-Eliminator/dp/B0852WHL15/ref=sr_1_150?keywords=air+purifier&qid=1669257603&sr=8-150
"Medify MA-25 Air Purifier with H13 True HEPA Filter | 500 sq ft Coverage | for Allergens, Wildfire Smoke, Dust, Odors, Pollen, Pet Dander | Quiet 99.9% Removal to 0.1 Microns | White, 1-Pack  ",4.6 out of 5 stars,159.99,https://amazon.com/Medify-Medical-Filtration-Air-Purifier/dp/B081NWVMCH/ref=sr_1_151?keywords=air+purifier&qid=1669257603&sr=8-151
"Jafända Air Purifiers for Home bedroom,H13 True HEPA Filter 1190 sqft/h,23dB,Activated Carbon Effectively Remove 99.97% Pollen Dust and Odor to Prevent Allergies With Dimmable Night Bedside Lamp-JF260  ",4.6 out of 5 stars,129.99,https://amazon.com/Jaf%C3%A4nda-Purifiers-Activated-Effectively-Lamp-JF260/dp/B0B461L34Z/ref=sr_1_153?keywords=air+purifier&qid=1669257603&sr=8-153
"Medify MA-14 Air Purifier with H13 True HEPA Filter | 200 sq ft Coverage | for Allergens, Wildfire Smoke, Dust, Odors, Pollen, Pet Dander | Quiet 99.9% Removal to 0.1 Microns | White, 1-Pack  ",4.7 out of 5 stars,100.19,https://amazon.com/Medify-MA-14-Filtration-Air-Allergies/dp/B07TMMCRGL/ref=sr_1_154?keywords=air+purifier&qid=1669257603&sr=8-154
"Air Purifiers, Home Air purifier for Large Room Bedroom Up to 1100ft², VEWIOR H13 True HEPA Air Filter for Pets Smoke Pollen Odor, with Air Quality Monitoring, Auto/Sleep, 6 Timer, Light, Child Lock  ",4.6 out of 5 stars,89.99,https://amazon.com/sspa/click?ie=UTF8&spc=MTo0NDA5NTQ3NjkyNzkzNjk2OjE2NjkyNTc2MDM6c3BfbXRmOjIwMDEwNTc1NDM0ODM5ODo6MDo6&url=%2FPurifiers-purifier-Bedroom-VEWIOR-Monitoring%2Fdp%2FB0B2K6X9T9%2Fref%3Dsr_1_155_sspa%3Fkeywords%3Dair%2Bpurifier%26qid%3D1669257603%26sr%3D8-155-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
"BLUEAIR Air Purifier (2-pack) for Home Large Room up to 912sqft in 60 min,HEPASilent 18dB on low,Wildfire, Removes Particles like Smoke Allergens Dust Mold Pet Hair Odor Bacteria, Blue 411 Auto, Gray  ",4.6 out of 5 stars,279.99,https://amazon.com/sspa/click?ie=UTF8&spc=MTo0NDA5NTQ3NjkyNzkzNjk2OjE2NjkyNTc2MDM6c3BfbXRmOjIwMDA5OTczMzg4Njk5ODo6MDo6&url=%2FPurifier-HEPASilent-Wildfire-Particles-Allergens%2Fdp%2FB09WWRDHTN%2Fref%3Dsr_1_156_sspa%3Fkeywords%3Dair%2Bpurifier%26qid%3D1669257603%26sr%3D8-156-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
"Air Purifiers for Bedroom,Tailulu HEPA Filter for Home Pets 24db Quiet with Fragrance Sponge for Dust Smoke Pollen Dander Hair Smell and Pet Odor, Small Air Cleaner for Office Living Room  ",4.5 out of 5 stars,69.99,https://amazon.com/Purifiers-Bedroom-Tailulu-Fragrance-Cleaner/dp/B0B7DXRHP3/ref=sr_1_158?keywords=air+purifier&qid=1669257603&sr=8-158
"Lapurifier Car Air Purifier Ionizer, 12 Million Negative Ions for Smokers, 27dB Quiet Portable Ionic Air Purifiers for Car Small Room Removes Dust Pet Odors Pollen (California Available)  ",3.9 out of 5 stars,23.99,https://amazon.com/Lapurifier-Purifier-Purifiers-California-Available/dp/B09ZNKK21C/ref=sr_1_159?keywords=air+purifier&qid=1669257603&sr=8-159
"Air Purifier And Humidifier Combo For Home, 22Db| 7 Colors Night Hepa Air Purifiers 2 In 1 With Remote Control, Hepa Filter Air Cleaner Removing 99.99% Smokers Odor And Pollen For Bedroom  ",4.3 out of 5 stars,149.99,https://amazon.com/Purifier-Humidifier-Purifiers-Control-Removing/dp/B08YT4TNJD/ref=sr_1_162?keywords=air+purifier&qid=1669257603&sr=8-162
"VCK Dual Filter Air Purifier for Bedroom, Home, Office, Portable H13 True HEPA Filter Purifier with 3 Fan Speeds, 12H Timer, Sleep & Mute Mode, Child Lock, for Pets Hair, Dander, Pollen, Smoke  ",5.0 out of 5 stars,79.99,https://amazon.com/VCK-Filter-Purifier-Bedroom-Portable/dp/B0BLHGB8ZW/ref=sr_1_164?keywords=air+purifier&qid=1669257603&sr=8-164
"Air Purifier, Home Air Purifiers For Large Room Up To 1620 sq.ft, VEWIOR H13 True HEPA Air Filter With 5 Timer Settings 3 Fan Speeds, Ultra-Quiet Air Cleaner For Pets Dander Hair Smoke Smell Pollen  ",4.3 out of 5 stars,139.87,https://amazon.com/sspa/click?ie=UTF8&spc=MTo0NDA5NTQ3NjkyNzkzNjk2OjE2NjkyNTc2MDM6c3BfYnRmOjIwMDA2ODMwNjE3NDk5ODo6MDo6&url=%2FPurifier-Purifiers-VEWIOR-Settings-Ultra-Quiet%2Fdp%2FB0B41Z7B6H%2Fref%3Dsr_1_165_sspa%3Fkeywords%3Dair%2Bpurifier%26qid%3D1669257603%26sr%3D8-165-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1%26smid%3DA2WYGMPFFUQ7CD
"HATHASPACE Smart Air Purifier for Home, Bedroom, with True HEPA Air Filter for Allergens, Pets, Smoke, Quiet Air Cleaner, Removes 99.9% of Dust, Mold, Pet Dander, Odors, Pollen - HSP001 - 700 Sq. Ft. Coverage  ",4.6 out of 5 stars,229.99,https://amazon.com/sspa/click?ie=UTF8&spc=MTo0NDA5NTQ3NjkyNzkzNjk2OjE2NjkyNTc2MDM6c3BfYnRmOjIwMDAzNjc4MTc5NjQ5ODo6MDo6&url=%2FHathaspace-Purifier-Cleaner-Deodorizer-Allergies%2Fdp%2FB075ZZND8B%2Fref%3Dsr_1_166_sspa%3Fkeywords%3Dair%2Bpurifier%26qid%3D1669257603%26sr%3D8-166-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
"Mila Air Purifier with Basic Breather Filter (H12 HEPA), High-Performance Filter for Smoke, Allergens, Dust, Pollution & Pet Dander, 447 CADR, 1,000 sq ft Coverage, 12”x12”x15”, White  ",4.5 out of 5 stars,408.0,https://amazon.com/sspa/click?ie=UTF8&spc=MTozNTI5MjE1OTI1ODMzMTU4OjE2NjkyNTc2MDY6c3BfYXRmX25leHQ6MjAwMDYzMzg0MTM3NDk4OjowOjo&url=%2FMila-Large-Smart-Purifier-Rooms%2Fdp%2FB08MGW8PP9%2Fref%3Dsr_1_161_sspa%3Fkeywords%3Dair%2Bpurifier%26qid%3D1669257606%26sr%3D8-161-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1%26smid%3DA31ZBGM8Q8OVZT
"Air Purifiers for Home Large Room Up to 1076 Ft², Smart WiFi& Bluetooth H13 HEPA Air Purifiers for Bedroom 22 dB, Air Purify Filter Cleaners for Pets Odor Smoke Dust Mold Pollen, Compatible with Alexa  ",4.6 out of 5 stars,119.99,https://amazon.com/sspa/click?ie=UTF8&spc=MTozNTI5MjE1OTI1ODMzMTU4OjE2NjkyNTc2MDY6c3BfYXRmX25leHQ6MjAwMDg3Nzk2OTMwNTk4OjowOjo&url=%2FPurifiers-Bluetooth-Bedroom-Purify-Cleaners%2Fdp%2FB09P8KBW5V%2Fref%3Dsr_1_162_sspa%3Fkeywords%3Dair%2Bpurifier%26qid%3D1669257606%26sr%3D8-162-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
Rabbit Air BioGS 2.0 Ultra Quiet HEPA Air Purifier (SPA-550A White)  ,4.8 out of 5 stars,369.95,https://amazon.com/RabbitAir-BioGS-Ultra-Purifier-SPA-550A/dp/B00GH19UU2/ref=sr_1_163?keywords=air+purifier&qid=1669257606&sr=8-163
"LTLKY Air Purifier for Bedroom,Small Air Cleaner for Desktop,USB Cord Power Version (2103)  ",4.6 out of 5 stars,29.9,https://amazon.com/LTLKY-Purifier-Bedroom-Cleaner-Desktop/dp/B0B3HWZ4HL/ref=sr_1_164?keywords=air+purifier&qid=1669257606&sr=8-164
"PURO²XYGEN P500i - Air Purifier with H13 HEPA Filter - Up to 1650 sq ft Large Room Air Purifier for Home - Air Cleaner for Pet Dander, Dust, Odor, Smoke and Indoor Pollutants- WiFi Control, Child Lock  ",4.6 out of 5 stars,139.97,https://amazon.com/PURO%C2%B2XYGEN-P500-Purifier-Ionizer-6-Stage/dp/B081D5N289/ref=sr_1_165?keywords=air+purifier&qid=1669257606&sr=8-165
"LEVOIT Air Purifier for Home Large Room, H13 True HEPA Filter for Bedroom, Auto Mode, Cleaners for Allergies and Pets, Smoke Mold Pollen Dust, LV-H133, White  ",4.7 out of 5 stars,254.99,https://amazon.com/LEVOIT-Purifier-Allergies-Eliminator-LV-H133/dp/B07CNQQM9N/ref=sr_1_166?keywords=air+purifier&qid=1669257606&sr=8-166
"Airversa Air Purifier for Bedroom Small Room H13 True HEPA Filter 99.97% Effective Office Air Cleaner Desktop Tabletop Air Freshener Apartment Essentials, USB, White (Mini Size for Small Room)  ",4.6 out of 5 stars,39.99,https://amazon.com/Airversa-Effective-Freshener-Apartment-Essentials/dp/B09TQWZGYG/ref=sr_1_167?keywords=air+purifier&qid=1669257606&sr=8-167
"TOPPIN HEPA Air Purifiers for Home Bedroom up to 600 ft² with Fragrance Sponge, Child Lock, 3 Fan Speeds, H13 True HEPA Filter for 99.97% Pollen, Allergies, Pets Hair, Dander, Dust  ",4.5 out of 5 stars,89.99,https://amazon.com/TOPPIN-Purifiers-Bedroom-Fragrance-Allergies/dp/B095CJ5QJ2/ref=sr_1_168?keywords=air+purifier&qid=1669257606&sr=8-168
"Small Room Air Purifier, 3-Layer H13 True HEPA Filter, Personal Air Cleaner with Night Light for Bedroom, Home, Bathroom, Office, Odor Eliminator for Allergies and Pets, Smoke, Dust, Portable Size  ",4.1 out of 5 stars,66.66,https://amazon.com/Purifier-Personal-Bathroom-Eliminator-Allergies/dp/B09MM2KWVX/ref=sr_1_170?keywords=air+purifier&qid=1669257606&sr=8-170
